time,signal_1,signal_2,unc
2.360000000000000142e+01,-7.255186691232731189e-01,3.886035621377956772e+00,2.278860607408295991e+00
2.365000000000000213e+01,2.652107822043489271e+00,8.759727844422373622e+00,2.281570057847720712e+00
2.370000000000000284e+01,3.155445743297789818e+00,6.606804938844235586e+00,2.284279508287144989e+00
2.375000000000000000e+01,3.730819765184828274e+00,5.015527515740696884e+00,2.286988958726569265e+00
2.380000000000000071e+01,2.353448108929509175e+00,7.050500993714673648e+00,2.289698409165993542e+00
2.385000000000000142e+01,2.934200039908210655e+00,1.016830718162769998e+01,2.292407859605417819e+00
2.390000000000000213e+01,1.681619099240128534e+00,5.003125623108192421e+00,2.295117310044842540e+00
2.395000000000000284e+01,4.702436571825238332e+00,4.830976119514495792e+00,2.297826760484266817e+00
2.400000000000000000e+01,6.078379165161314823e+00,5.398542440070277948e+00,2.300536210923691094e+00
2.405000000000000071e+01,4.726857787198368577e+00,1.004125051269463675e+01,2.303245661363115371e+00
2.410000000000000142e+01,1.289834769672788095e+00,8.618021354755059704e+00,2.305955111802539648e+00
2.415000000000000213e+01,1.373988715892048518e+00,7.906407915576142642e+00,2.308664562241964369e+00
2.420000000000000284e+01,7.473150912325661199e-01,9.771830990964437191e+00,2.311374012681388646e+00
2.425000000000000000e+01,-2.826086350632710520e+00,6.842101669684017118e+00,2.314083463120812922e+00
2.430000000000000071e+01,-6.249326210427265771e+00,9.567076186996606779e+00,2.316792913560237199e+00
2.435000000000000142e+01,-5.381044824085187805e+00,9.234331453701486225e+00,2.319502363999661476e+00
2.440000000000000213e+01,-6.606206884568164739e+00,9.178684976059468426e+00,2.322211814439086197e+00
2.445000000000000284e+01,-9.674895447570188267e+00,1.068439539484892542e+01,2.324921264878510474e+00
2.450000000000000000e+01,-7.718487206162770953e+00,1.202336122204124180e+01,2.327630715317934751e+00
2.455000000000000071e+01,-5.760575110854240677e+00,1.278332334995568687e+01,2.330340165757359028e+00
2.460000000000000142e+01,-7.776662339126289680e+00,9.006887655522275438e+00,2.333049616196783305e+00
2.465000000000000213e+01,-4.023037575457230730e+00,1.161370341075030055e+01,2.335759066636208026e+00
2.470000000000000284e+01,-5.746598190790471072e+00,9.955655262396010841e+00,2.338468517075631858e+00
2.475000000000000000e+01,6.183506562637459680e-01,1.168237285658218561e+01,2.341177967515056579e+00
2.480000000000000071e+01,3.250638186433951304e+00,1.082317177611735382e+01,2.343887417954480856e+00
2.485000000000000142e+01,5.650316942017500565e+00,9.317910909522169050e+00,2.346596868393905133e+00
2.490000000000000213e+01,4.878200502993849774e+00,1.188558813569074424e+01,2.349306318833329854e+00
2.495000000000000284e+01,8.569225143360442942e+00,1.396056599438555068e+01,2.352015769272753687e+00
2.500000000000000000e+01,9.435019580879982826e+00,1.710365091549341088e+01,2.354725219712178408e+00
2.505000000000000071e+01,1.145977362377941233e+01,9.536561598746585489e+00,2.357434670151602241e+00
2.510000000000000142e+01,9.223606181661534009e+00,1.009914905306943922e+01,2.360144120591026962e+00
2.515000000000000213e+01,1.217241686052195604e+01,1.307502140165537696e+01,2.362853571030451238e+00
2.520000000000000284e+01,9.195654362010978744e+00,1.549622108230789941e+01,2.365563021469875515e+00
2.525000000000000000e+01,9.392571067733614498e+00,1.206286158445929146e+01,2.368272471909300236e+00
2.530000000000000071e+01,1.280750539491407913e+01,1.616806807338787877e+01,2.370981922348724069e+00
2.535000000000000142e+01,6.375976256095721162e+00,1.344697457585351863e+01,2.373691372788148790e+00
2.540000000000000213e+01,5.593614061500856494e+00,1.417649413734774910e+01,2.376400823227573067e+00
2.545000000000000284e+01,1.925594982482503159e+00,1.010546404541996957e+01,2.379110273666997344e+00
2.550000000000000000e+01,-9.876604660772352329e-01,1.097238482847602015e+01,2.381819724106421621e+00
2.555000000000000071e+01,-2.036995775211476456e+00,1.168217128342453570e+01,2.384529174545845898e+00
2.560000000000000142e+01,-4.105161494471190942e+00,9.360508473367227467e+00,2.387238624985270619e+00
2.565000000000000213e+01,-2.082149172035415052e+00,9.795418425342779400e+00,2.389948075424694895e+00
2.570000000000000284e+01,-4.887049137513596264e+00,1.362822446558719136e+01,2.392657525864119172e+00
2.575000000000000000e+01,-6.139648276597744037e+00,1.114225798092152075e+01,2.395366976303543449e+00
2.580000000000000071e+01,-8.870464266993463909e+00,1.102496902856474392e+01,2.398076426742967726e+00
2.585000000000000142e+01,-7.330329714464488333e+00,6.502062413613741043e+00,2.400785877182392447e+00
2.590000000000000213e+01,-6.328367189141387072e+00,1.341664728616294511e+01,2.403495327621816724e+00
2.595000000000000284e+01,-4.892840658902715134e+00,7.517790301204836823e+00,2.406204778061241001e+00
2.600000000000000000e+01,-1.769647351613785391e+00,8.167210353813702639e+00,2.408914228500665278e+00
2.605000000000000071e+01,-2.561920470573506581e+00,8.698272726426647949e+00,2.411623678940089555e+00
2.610000000000000142e+01,-2.035181471472101933e+00,1.058420076496777185e+01,2.414333129379514276e+00
2.615000000000000213e+01,3.057751027341731209e+00,5.065739795812348234e+00,2.417042579818938552e+00
2.620000000000000284e+01,3.691299831506392959e+00,9.626603420189951521e+00,2.419752030258362829e+00
2.625000000000000000e+01,4.200494471178481959e+00,7.333639659621820961e+00,2.422461480697787106e+00
2.630000000000000071e+01,3.706065826696365306e+00,6.476123452613919085e+00,2.425170931137211383e+00
2.635000000000000142e+01,6.478865043451881967e+00,3.721932308856360727e+00,2.427880381576636104e+00
2.640000000000000213e+01,3.415088798311765039e+00,6.828212902019790143e+00,2.430589832016059937e+00
2.645000000000000284e+01,5.945466945756026078e+00,3.208375596314274603e+00,2.433299282455484658e+00
2.650000000000000000e+01,4.333247460993164601e+00,7.268583512666545232e+00,2.436008732894908935e+00
2.655000000000000071e+01,2.238632303232499510e+00,7.603519918292112933e+00,2.438718183334333212e+00
2.660000000000000142e+01,2.839875227660113577e+00,7.066444442123005487e+00,2.441427633773757933e+00
2.665000000000000213e+01,-8.250542904279305478e-01,5.650815404457796731e+00,2.444137084213181765e+00
2.670000000000000284e+01,-7.527261384632013552e-01,6.761497639839559426e+00,2.446846534652606486e+00
2.675000000000000000e+01,-5.134940484535548855e+00,6.247652817022174787e+00,2.449555985092030319e+00
2.680000000000000071e+01,-6.438317781595024769e+00,5.366841687698335583e+00,2.452265435531455040e+00
2.685000000000000142e+01,-7.581725238471899608e+00,5.080841484290782972e+00,2.454974885970879317e+00
2.690000000000000213e+01,-9.449453578877211157e+00,5.638584286003545110e+00,2.457684336410303594e+00
2.695000000000000284e+01,-1.010595385372392663e+01,8.164936131609854542e+00,2.460393786849728315e+00
2.700000000000000000e+01,-8.728363500450882384e+00,8.575501999789473473e+00,2.463103237289152148e+00
2.705000000000000071e+01,-1.016106359341828558e+01,7.006529078621599460e+00,2.465812687728576869e+00
2.710000000000000142e+01,-8.021170979237130183e+00,7.451233098890460482e+00,2.468522138168001145e+00
2.715000000000000213e+01,-1.007045955228420553e+01,7.002717724120061327e+00,2.471231588607425422e+00
2.720000000000000284e+01,-5.551416996256761216e+00,6.650290847692289731e+00,2.473941039046850143e+00
2.725000000000000000e+01,-5.098133130584123762e+00,1.030317785111333784e+01,2.476650489486273976e+00
2.730000000000000071e+01,-1.660519321121682212e+00,1.047940009851247645e+01,2.479359939925698697e+00
2.735000000000000142e+01,-2.136329936750452241e+00,1.015663644960080170e+01,2.482069390365122974e+00
2.740000000000000213e+01,1.712274562002614964e+00,9.048232619537889931e+00,2.484778840804547251e+00
2.745000000000000284e+01,5.339454042505781928e+00,1.174054656364677030e+01,2.487488291243971972e+00
2.750000000000000000e+01,7.002117869164647956e+00,9.085098470987176711e+00,2.490197741683395805e+00
2.755000000000000071e+01,9.227809035427462447e+00,1.029932334283408579e+01,2.492907192122820526e+00
2.760000000000000142e+01,7.464493551096041735e+00,1.092993669608917351e+01,2.495616642562244802e+00
2.765000000000000213e+01,7.722811483146289291e+00,1.351853677247453156e+01,2.498326093001669079e+00
2.770000000000000284e+01,1.145183788171002881e+01,6.483074213514037787e+00,2.501035543441093800e+00
2.775000000000000000e+01,8.887686424445837119e+00,1.023561590478105110e+01,2.503744993880517633e+00
2.780000000000000071e+01,7.867855608624974906e+00,1.349446426097575014e+01,2.506454444319942354e+00
2.785000000000000142e+01,4.525312017365363815e+00,1.144625428435106329e+01,2.509163894759366631e+00
2.790000000000000213e+01,4.972610184663862398e+00,1.388385339486229597e+01,2.511873345198790908e+00
2.795000000000000284e+01,1.195207708955781101e-02,1.317064535558425042e+01,2.514582795638215629e+00
2.800000000000000000e+01,9.426990920540421204e-01,1.207354201864584198e+01,2.517292246077639462e+00
2.805000000000000071e+01,2.134962728846580227e+00,1.476617334046833996e+01,2.520001696517064183e+00
2.810000000000000142e+01,-1.823475067076725242e+00,1.135595599770670461e+01,2.522711146956488015e+00
2.815000000000000213e+01,-1.832683593865008786e+00,1.067872279480255315e+01,2.525420597395912736e+00
2.820000000000000284e+01,-2.137838649870942298e+00,1.192331039874816412e+01,2.528130047835337013e+00
2.825000000000000000e+01,-7.115529067596651380e+00,1.311336390783902672e+01,2.530839498274761290e+00
2.830000000000000071e+01,-3.515854356949257742e+00,1.603908366207194547e+01,2.533548948714186011e+00
2.835000000000000142e+01,-5.775380227375981335e+00,1.471255413788755995e+01,2.536258399153609844e+00
2.840000000000000213e+01,9.029965814468146057e-01,1.167885084532788476e+01,2.538967849593034565e+00
2.845000000000000284e+01,-1.734356275209181231e+00,1.449416456753310278e+01,2.541677300032458842e+00
2.850000000000000000e+01,-1.258372094848725364e+00,1.236356669908025907e+01,2.544386750471883119e+00
2.855000000000000071e+01,1.857326764874056124e+00,1.460525933686114897e+01,2.547096200911307395e+00
2.860000000000000142e+01,5.324028151150496768e+00,1.096413468475812181e+01,2.549805651350731672e+00
2.865000000000000213e+01,5.976850006058940679e+00,1.270614998869623591e+01,2.552515101790156393e+00
2.870000000000000284e+01,7.349716307063635767e+00,1.029445046415523457e+01,2.555224552229580670e+00
2.875000000000000000e+01,8.844440283095124755e+00,1.182935980743973658e+01,2.557934002669004947e+00
2.880000000000000071e+01,7.525919840182302423e+00,1.191134820475515532e+01,2.560643453108429224e+00
2.885000000000000142e+01,9.688416100348506532e+00,1.583648206405075420e+01,2.563352903547853501e+00
2.890000000000000213e+01,9.940245449042436121e+00,9.788042256458631130e+00,2.566062353987278222e+00
2.895000000000000284e+01,9.555027936125624066e+00,1.225331619401115013e+01,2.568771804426702499e+00
2.900000000000000000e+01,9.718605081900193454e+00,1.180658367853440538e+01,2.571481254866126775e+00
2.905000000000000071e+01,6.081047991221895543e+00,1.361092340486880481e+01,2.574190705305551052e+00
2.910000000000000142e+01,3.325067451691643861e+00,5.622069838460736158e+00,2.576900155744975329e+00
2.915000000000000213e+01,5.472002106548083944e+00,1.387565290121796835e+01,2.579609606184400050e+00
2.920000000000000284e+01,1.297975236134714105e+00,1.085588853593544023e+01,2.582319056623824327e+00
2.925000000000000000e+01,-2.310649360645547379e+00,6.026863317250366947e+00,2.585028507063248604e+00
2.930000000000000071e+01,-6.482797486594957803e-01,1.015215156990236345e+01,2.587737957502672881e+00
2.935000000000000142e+01,-4.169505256874327159e+00,1.151371129619394829e+01,2.590447407942097158e+00
2.940000000000000213e+01,-1.060575225927672527e+01,9.638004138014990119e+00,2.593156858381521879e+00
2.945000000000000284e+01,-1.097417163295722276e+01,7.720126158609846634e+00,2.595866308820945711e+00
2.950000000000000000e+01,-1.126276300016310117e+01,8.481317576237685785e+00,2.598575759260370432e+00
2.955000000000000071e+01,-1.280177476745412690e+01,8.551057690351390406e+00,2.601285209699794709e+00
2.960000000000000142e+01,-9.156162158007692398e+00,7.595455722353039008e+00,2.603994660139218986e+00
2.965000000000000213e+01,-8.210598425658590216e+00,5.107264054398713782e+00,2.606704110578643707e+00
2.970000000000000284e+01,-6.616549097982559857e+00,1.110347882321586255e+01,2.609413561018067540e+00
2.975000000000000000e+01,-5.654989634054854442e+00,7.081066863145925261e+00,2.612123011457492261e+00
2.980000000000000071e+01,-4.009851175860730699e+00,4.528026873212041892e+00,2.614832461896916094e+00
2.985000000000000142e+01,2.467025198182729806e+00,4.790576253651412486e+00,2.617541912336340815e+00
2.990000000000000213e+01,3.527894833916942474e-01,5.101379357439133955e+00,2.620251362775765092e+00
2.995000000000000284e+01,5.493226647794823281e-01,9.363386945367384584e+00,2.622960813215189368e+00
3.000000000000000000e+01,3.379674587390737894e+00,4.698856666422850381e+00,2.625670263654614089e+00
3.005000000000000071e+01,5.021277268194984877e+00,9.050626464660670223e+00,2.628379714094037922e+00
3.010000000000000142e+01,7.769233014195497944e+00,5.834426720564801272e+00,2.631089164533462643e+00
3.015000000000000213e+01,4.840502604670106734e+00,8.675778268898723056e+00,2.633798614972886920e+00
3.020000000000000284e+01,2.956408915942006388e+00,5.251236526064369414e+00,2.636508065412311197e+00
3.025000000000000000e+01,3.400012247775138441e+00,7.961009023021636821e+00,2.639217515851735474e+00
3.030000000000000071e+01,6.824977660148605629e-01,7.204932558173487323e+00,2.641926966291159751e+00
3.035000000000000142e+01,4.342846461742578157e+00,7.400744446693902745e+00,2.644636416730584472e+00
3.040000000000000213e+01,6.042448352487617136e-01,6.644659900830099275e+00,2.647345867170008749e+00
3.045000000000000284e+01,1.797526639700857132e+00,8.220923960380645212e+00,2.650055317609433025e+00
3.050000000000000000e+01,2.781799720937274678e-01,9.149164384120185289e+00,2.652764768048857302e+00
3.055000000000000071e+01,-5.745833893517986013e+00,6.588137996120311257e+00,2.655474218488281579e+00
3.060000000000000142e+01,-4.883624033723793723e+00,8.526405201603079576e+00,2.658183668927706300e+00
3.065000000000000213e+01,-6.257013568038845008e+00,1.266202937549640062e+01,2.660893119367130577e+00
3.070000000000000284e+01,-6.220848516216101132e+00,1.253632840962103323e+01,2.663602569806554854e+00
3.075000000000000000e+01,-9.106909105054251441e+00,1.130253737549246118e+01,2.666312020245979131e+00
3.080000000000000071e+01,-8.196214188379677523e+00,1.347521413730548012e+01,2.669021470685403408e+00
3.085000000000000142e+01,-6.874108131905627417e+00,1.189231864955780082e+01,2.671730921124828129e+00
3.090000000000000213e+01,-6.026624570679597781e+00,1.284211018801645565e+01,2.674440371564252406e+00
3.095000000000000284e+01,-8.028535153266277646e+00,1.293722051406703955e+01,2.677149822003676682e+00
3.100000000000000000e+01,-2.242100226965980880e+00,1.068216309082130522e+01,2.679859272443100959e+00
3.105000000000000071e+01,1.473756979054390293e+00,1.138020838242960053e+01,2.682568722882525236e+00
3.110000000000000142e+01,3.351561660948751076e+00,1.157624736565774448e+01,2.685278173321949957e+00
3.115000000000000213e+01,7.892175122823143596e+00,1.285817936387983451e+01,2.687987623761373790e+00
3.120000000000000284e+01,1.027113531263099944e+01,1.415479577161246993e+01,2.690697074200798511e+00
3.125000000000000000e+01,6.359025082660581418e+00,1.402391057810609176e+01,2.693406524640222788e+00
3.130000000000000071e+01,1.307378486722687505e+01,1.505820720607984775e+01,2.696115975079647065e+00
3.135000000000000142e+01,1.055718001005999795e+01,1.165435276212702043e+01,2.698825425519071786e+00
3.140000000000000213e+01,1.255289780185529835e+01,1.494613793460679929e+01,2.701534875958495618e+00
3.145000000000000284e+01,1.056754780399739602e+01,1.392829219614843872e+01,2.704244326397920339e+00
3.150000000000000000e+01,1.067584114580830956e+01,1.255496301712572915e+01,2.706953776837344172e+00
3.155000000000000071e+01,7.186657671860555041e+00,8.371010645799220384e+00,2.709663227276768893e+00
3.160000000000000142e+01,6.859335933376439876e+00,1.656754491887168612e+01,2.712372677716193170e+00
3.165000000000000213e+01,6.698988455116660745e+00,1.361299515021827666e+01,2.715082128155617447e+00
3.170000000000000284e+01,8.646859799743036312e-01,9.825179814036498982e+00,2.717791578595042168e+00
3.175000000000000000e+01,1.779799689088925607e+00,1.431102824711356192e+01,2.720501029034466001e+00
3.180000000000000071e+01,-6.680651963485013667e-01,1.189083931954120388e+01,2.723210479473890722e+00
3.185000000000000142e+01,-3.471987413850380566e+00,1.158318211628707850e+01,2.725919929913314999e+00
3.190000000000000213e+01,-2.819919388442042596e+00,7.287566475516578990e+00,2.728629380352739275e+00
3.195000000000000284e+01,-7.414129677400157270e+00,9.469369929111127959e+00,2.731338830792163996e+00
3.200000000000000000e+01,-4.005392712038501557e+00,1.214718829349390283e+01,2.734048281231587829e+00
3.205000000000000426e+01,-7.357954058260321339e+00,8.714782171956821699e+00,2.736757731671012550e+00
3.210000000000000142e+01,-7.882027450877854946e+00,1.181319679124135646e+01,2.739467182110436827e+00
3.214999999999999858e+01,-4.563594045088755990e+00,8.247064175807638620e+00,2.742176632549861104e+00
3.220000000000000284e+01,-5.992159453139526804e+00,9.311735079711597862e+00,2.744886082989285825e+00
3.225000000000000000e+01,-5.450224684373688788e+00,1.060154602753662623e+01,2.747595533428709658e+00
3.230000000000000426e+01,-3.575304246578612233e+00,1.124910618311571575e+01,2.750304983868134379e+00
3.235000000000000142e+01,1.431206105324338118e+00,8.537988705010910451e+00,2.753014434307558655e+00
3.239999999999999858e+01,1.313243504872048550e+00,7.212593955367870180e+00,2.755723884746982932e+00
3.245000000000000284e+01,1.058862483818596267e+00,6.501052095268661901e+00,2.758433335186407653e+00
3.250000000000000000e+01,2.992154353783177179e+00,9.075302786811759503e+00,2.761142785625831486e+00
3.255000000000000426e+01,8.574878029477055463e+00,7.558706793816416081e+00,2.763852236065256207e+00
3.260000000000000142e+01,5.305607544615597249e+00,6.242337191002999219e+00,2.766561686504680484e+00
3.264999999999999858e+01,4.691808722838013423e+00,7.614526534275857017e+00,2.769271136944104761e+00
3.270000000000000284e+01,6.749178780782006726e+00,1.006934348856152184e+01,2.771980587383529482e+00
3.275000000000000000e+01,4.013165071240961446e+00,7.235329643454230464e+00,2.774690037822953315e+00
3.280000000000000426e+01,1.061205942338815156e+00,9.249007274707071957e+00,2.777399488262378036e+00
3.285000000000000142e+01,2.459587994596624583e+00,5.653948370534070733e+00,2.780108938701801868e+00
3.289999999999999858e+01,1.604034742563015703e+00,6.964368565165559133e+00,2.782818389141226589e+00
3.295000000000000284e+01,-1.477458796680075626e+00,6.081249788749383711e+00,2.785527839580650866e+00
3.300000000000000000e+01,-2.264009699613846571e+00,8.031217640695626159e+00,2.788237290020075143e+00
3.305000000000000426e+01,-5.004276973744796742e+00,4.318948269277044005e+00,2.790946740459499864e+00
3.310000000000000142e+01,-6.887291684106006784e+00,9.688206541496178659e+00,2.793656190898923697e+00
3.314999999999999858e+01,-9.067544473563163621e+00,5.374953266030940924e+00,2.796365641338348418e+00
3.320000000000000284e+01,-1.060332354120325959e+01,7.106504026733018620e+00,2.799075091777772695e+00
3.325000000000000000e+01,-9.213821418997163448e+00,7.718699526983398229e+00,2.801784542217196972e+00
3.330000000000000426e+01,-8.702545362909802407e+00,6.586200579811343658e+00,2.804493992656621693e+00
3.335000000000000142e+01,-9.469597781485521892e+00,1.048221045462401335e+01,2.807203443096045525e+00
3.339999999999999858e+01,-8.631731860773205867e+00,7.607448168837983360e+00,2.809912893535470246e+00
3.345000000000000284e+01,-8.112185815775356801e+00,8.940826970755738401e+00,2.812622343974894523e+00
3.350000000000000000e+01,-3.795036243218213645e+00,7.379262477202225057e+00,2.815331794414318800e+00
3.355000000000000426e+01,-4.403253787482751314e+00,9.436027761154278437e+00,2.818041244853743521e+00
3.360000000000000142e+01,-2.265133894492962874e+00,1.048863312157049421e+01,2.820750695293167354e+00
3.364999999999999858e+01,4.546241037164429066e-01,8.055001411623798901e+00,2.823460145732591631e+00
3.370000000000000284e+01,4.159893132127179705e+00,1.016567282914345682e+01,2.826169596172016352e+00
3.375000000000000000e+01,5.449415304939639881e+00,1.014242899756598604e+01,2.828879046611440629e+00
3.380000000000000426e+01,6.304212961078210498e+00,8.866576804399453948e+00,2.831588497050865350e+00
3.385000000000000142e+01,8.644025402249649659e+00,1.122029992010661559e+01,2.834297947490289182e+00
3.389999999999999858e+01,8.324883874301939102e+00,9.930458748785406797e+00,2.837007397929713459e+00
3.395000000000000284e+01,9.785228767374801961e+00,8.950822257103014934e+00,2.839716848369138180e+00
3.400000000000000000e+01,7.721587920945460759e+00,1.095813680522214639e+01,2.842426298808562457e+00
3.405000000000000426e+01,7.715336594656903912e+00,1.215205133828923856e+01,2.845135749247987178e+00
3.410000000000000142e+01,9.478290236316619044e+00,8.267203825124369132e+00,2.847845199687411011e+00
3.414999999999999858e+01,3.509277824514985600e+00,9.452369060078785523e+00,2.850554650126835288e+00
3.420000000000000284e+01,5.627537369016722302e+00,9.216228866983453116e+00,2.853264100566259565e+00
3.425000000000000000e+01,2.359092566663290924e+00,1.210049608811500477e+01,2.855973551005684286e+00
3.430000000000000426e+01,3.914664711320224866e-01,1.012760167645308940e+01,2.858683001445108562e+00
3.435000000000000142e+01,-3.758378816090426788e+00,9.940554055952127044e+00,2.861392451884532839e+00
3.439999999999999858e+01,-3.209490382675862286e+00,1.307268083812973636e+01,2.864101902323957116e+00
3.445000000000000284e+01,-5.994333517889210761e+00,1.358229592469074198e+01,2.866811352763381393e+00
3.450000000000000000e+01,-2.504183005851969845e+00,1.168872491296843386e+01,2.869520803202806114e+00
3.455000000000000426e+01,-4.736352168241571903e+00,1.018530305952599235e+01,2.872230253642230391e+00
3.460000000000000142e+01,-4.955340852175199373e+00,1.495271318802845428e+01,2.874939704081654668e+00
3.464999999999999858e+01,-3.752426593104685182e+00,1.241789989203122957e+01,2.877649154521078945e+00
3.470000000000000284e+01,-2.851192926417994933e+00,1.169060818246330591e+01,2.880358604960503222e+00
3.475000000000000000e+01,-3.091610469886514334e-01,1.318695494049732808e+01,2.883068055399927943e+00
3.480000000000000426e+01,2.716445322267828644e+00,1.402720048879955783e+01,2.885777505839352219e+00
3.485000000000000142e+01,3.010872971188070402e+00,1.418577808555118303e+01,2.888486956278776496e+00
3.489999999999999858e+01,4.866465490013171191e+00,1.373599726624895112e+01,2.891196406718200329e+00
3.495000000000000284e+01,5.771316826175594272e+00,1.072194301073577627e+01,2.893905857157625050e+00
3.500000000000000000e+01,6.161274300087637101e+00,1.229713421818745012e+01,2.896615307597049327e+00
3.505000000000000426e+01,6.159749623794094298e+00,1.242209791355362825e+01,2.899324758036474048e+00
3.510000000000000142e+01,5.113602441945275245e+00,1.341741886118178329e+01,2.902034208475898325e+00
3.514999999999999858e+01,9.079086416891867017e+00,1.226039588132973179e+01,2.904743658915322158e+00
3.520000000000000284e+01,6.928607891509138028e+00,1.168336182618103081e+01,2.907453109354746879e+00
3.525000000000000000e+01,7.718676934168772874e+00,1.379306604229473443e+01,2.910162559794171155e+00
3.530000000000000426e+01,7.714753385419584220e+00,7.200646947110535656e+00,2.912872010233595876e+00
3.535000000000000142e+01,3.782656222963225456e+00,1.134648338757647323e+01,2.915581460673020153e+00
3.539999999999999858e+01,4.463356903461307645e+00,9.050206842196789836e+00,2.918290911112443986e+00
3.545000000000000284e+01,3.082835542763678882e-01,6.691282494862727859e+00,2.921000361551868707e+00
3.550000000000000000e+01,2.835611713552784963e+00,8.668962218858482061e+00,2.923709811991292984e+00
3.555000000000000426e+01,-3.432941738880519456e+00,5.705314930667871209e+00,2.926419262430717261e+00
3.560000000000000142e+01,-6.145155080443840845e+00,1.074835724290604588e+01,2.929128712870141982e+00
3.564999999999999858e+01,-7.886537012394898127e+00,7.458360986901580780e+00,2.931838163309565815e+00
3.570000000000000284e+01,-8.528774148201025085e+00,8.213952332657045829e+00,2.934547613748990535e+00
3.575000000000000000e+01,-1.035136581738348305e+01,8.093786251349614602e+00,2.937257064188414812e+00
3.580000000000000426e+01,-1.156283557298072218e+01,8.023636495399548707e+00,2.939966514627839089e+00
3.585000000000000142e+01,-8.183002373822503728e+00,1.033834594317034927e+01,2.942675965067263810e+00
3.589999999999999858e+01,-1.153444802403853586e+01,1.017395181155367823e+01,2.945385415506687643e+00
3.595000000000000284e+01,-8.437262055647163805e+00,9.720454231637184250e+00,2.948094865946112364e+00
3.600000000000000000e+01,-8.474743130116662471e+00,4.670515026917566814e+00,2.950804316385536641e+00
3.605000000000000426e+01,-9.245729225250045147e+00,5.384120647963737127e+00,2.953513766824960918e+00
3.610000000000000142e+01,-4.005889363633345468e+00,6.830970144961048263e+00,2.956223217264385639e+00
3.614999999999999858e+01,-4.052770893371593353e-01,4.741926650095809492e+00,2.958932667703809472e+00
3.620000000000000284e+01,1.137092138296816213e+00,9.522541385627167898e+00,2.961642118143234192e+00
3.625000000000000000e+01,1.661652956204372922e+00,8.114592573018954980e+00,2.964351568582658025e+00
3.630000000000000426e+01,3.497777214022022907e+00,6.010088673230519873e+00,2.967061019022082746e+00
3.635000000000000142e+01,5.808908524030472087e+00,7.713881907975430607e+00,2.969770469461507023e+00
3.639999999999999858e+01,3.265008907536273153e+00,6.220691258593947559e+00,2.972479919900931300e+00
3.645000000000000284e+01,5.877451547262684706e+00,6.931849221490804069e+00,2.975189370340356021e+00
3.650000000000000000e+01,7.657606628798585113e+00,7.540667841958791584e+00,2.977898820779779854e+00
3.655000000000000426e+01,5.925301694520087814e+00,1.039418504636816287e+01,2.980608271219204575e+00
3.660000000000000142e+01,3.304717977103130089e+00,7.022600381762901023e+00,2.983317721658628852e+00
3.664999999999999858e+01,3.608549846854502086e+00,8.819808979359503809e+00,2.986027172098053128e+00
3.670000000000000284e+01,-3.299556646432777463e-01,9.706396827182278031e+00,2.988736622537477849e+00
3.675000000000000000e+01,-1.976844046168396152e-01,8.526748055191276876e+00,2.991446072976901682e+00
3.680000000000000426e+01,-5.351144730254935311e-01,8.762966289131062680e+00,2.994155523416326403e+00
3.685000000000000142e+01,-6.971870293080014491e+00,7.950142685464451020e+00,2.996864973855750680e+00
3.689999999999999858e+01,-6.133817647733861733e+00,1.326424329990157425e+01,2.999574424295174957e+00
3.695000000000000284e+01,-5.899652823498709786e+00,1.042315906810176607e+01,3.002283874734599678e+00
3.700000000000000000e+01,-3.452117176127542209e+00,9.482512077173117504e+00,3.004993325174023511e+00
3.705000000000000426e+01,-9.325152745681885236e+00,8.104931457397444916e+00,3.007702775613448232e+00
3.710000000000000142e+01,-4.444182911718488782e+00,1.234956927557093032e+01,3.010412226052872509e+00
3.714999999999999858e+01,-7.593227060304696963e+00,1.278970015353865364e+01,3.013121676492296785e+00
3.720000000000000284e+01,-6.701013310198693063e+00,1.401445669113394743e+01,3.015831126931721062e+00
3.725000000000000000e+01,-8.715341794398931974e-01,1.399964269986950072e+01,3.018540577371145339e+00
3.730000000000000426e+01,-2.682012630729938785e+00,9.081864581888494214e+00,3.021250027810570060e+00
3.735000000000000142e+01,3.711734013379309083e+00,1.153904288602210038e+01,3.023959478249994337e+00
3.739999999999999858e+01,2.040356495604799925e+00,1.244280617162568348e+01,3.026668928689418614e+00
3.745000000000000284e+01,5.045252368626708339e+00,1.436502267160129165e+01,3.029378379128842891e+00
3.750000000000000000e+01,9.197151779047585407e+00,1.412147039972235518e+01,3.032087829568267168e+00
3.755000000000000426e+01,8.218202357016137327e+00,1.375164784311031418e+01,3.034797280007691889e+00
3.760000000000000142e+01,1.090260520024500579e+01,1.387086160399259782e+01,3.037506730447116166e+00
3.764999999999999858e+01,1.036307946539581337e+01,1.119081478179084854e+01,3.040216180886540442e+00
3.770000000000000284e+01,1.328512876873991466e+01,1.380041592373669523e+01,3.042925631325964719e+00
3.775000000000000000e+01,1.229714035406524175e+01,1.448670203492535968e+01,3.045635081765388996e+00
3.780000000000000426e+01,9.966677457133206630e+00,1.006374847587468757e+01,3.048344532204813717e+00
3.785000000000000142e+01,7.237144883606418944e+00,1.544571569518405418e+01,3.051053982644237994e+00
3.789999999999999858e+01,5.017693474144058641e+00,1.576242820726101890e+01,3.053763433083661827e+00
3.795000000000000284e+01,8.070068667063560852e+00,1.676310054837392016e+01,3.056472883523086548e+00
