time_1,signal_1,time_2,signal_2,time_3,signal_3,time_4,signal_4
5.520000000000000284e+01,7.291209421054077211e+00,nan,nan,nan,nan,nan,nan
5.525000000000000000e+01,7.433463475119264530e+00,nan,nan,nan,nan,nan,nan
5.530000000000000426e+01,7.601361513756904387e+00,nan,nan,nan,nan,nan,nan
5.535000000000000142e+01,7.793225955264592386e+00,nan,nan,nan,nan,nan,nan
5.540000000000000568e+01,8.007139753564791462e+00,nan,nan,nan,nan,nan,nan
5.545000000000000284e+01,8.240965552695325158e+00,nan,nan,nan,nan,nan,nan
5.550000000000000000e+01,8.492367042563843782e+00,nan,nan,nan,nan,nan,nan
5.555000000000000426e+01,8.758832302585904728e+00,nan,nan,nan,nan,nan,nan
5.560000000000000142e+01,9.037698899964995647e+00,nan,nan,nan,nan,nan,nan
5.565000000000000568e+01,9.326180491841224551e+00,nan,nan,nan,nan,nan,nan
5.570000000000000284e+01,9.621394665507818189e+00,nan,nan,nan,nan,nan,nan
5.575000000000000000e+01,9.920391738526372905e+00,nan,nan,nan,nan,nan,nan
5.580000000000000426e+01,1.022018423097862261e+01,nan,nan,nan,nan,nan,nan
5.585000000000000142e+01,1.051777671537812253e+01,nan,nan,nan,nan,nan,nan
5.590000000000000568e+01,1.081019574599183031e+01,nan,nan,nan,nan,nan,nan
5.595000000000000284e+01,1.109451956852665511e+01,nan,nan,nan,nan,nan,nan
5.600000000000000000e+01,1.136790731333282878e+01,nan,nan,nan,nan,nan,nan
5.605000000000000426e+01,1.162762738043425870e+01,nan,nan,nan,nan,nan,nan
5.610000000000000142e+01,1.187108473277243270e+01,nan,nan,nan,nan,nan,nan
5.615000000000000568e+01,1.209584682495916041e+01,nan,nan,nan,nan,nan,nan
5.620000000000000284e+01,1.229966790846571456e+01,nan,nan,nan,nan,nan,nan
5.625000000000000000e+01,1.248051147040002640e+01,nan,nan,nan,nan,nan,nan
5.630000000000000426e+01,1.263657058167020253e+01,nan,nan,nan,nan,nan,nan
5.635000000000000142e+01,1.276628595122266852e+01,nan,nan,nan,nan,nan,nan
5.640000000000000568e+01,1.286836150596309558e+01,nan,nan,nan,nan,nan,nan
5.645000000000000284e+01,1.294177734069018015e+01,nan,nan,nan,nan,nan,nan
5.650000000000000000e+01,1.298579990865139422e+01,nan,nan,nan,nan,nan,nan
5.655000000000000426e+01,1.299998935089959318e+01,nan,nan,nan,nan,nan,nan
5.660000000000000142e+01,1.298420389121823959e+01,nan,nan,nan,nan,nan,nan
5.665000000000000568e+01,1.293860125270248318e+01,nan,nan,nan,nan,nan,nan
5.670000000000000284e+01,1.286363708184215682e+01,nan,nan,nan,nan,nan,nan
5.675000000000000000e+01,1.276006039585263530e+01,nan,nan,nan,nan,nan,nan
5.680000000000000426e+01,1.262890609874240155e+01,nan,nan,nan,nan,nan,nan
5.685000000000000142e+01,1.247148464089437425e+01,nan,nan,nan,nan,nan,nan
5.690000000000000568e+01,1.228936892547871196e+01,nan,nan,nan,nan,nan,nan
5.695000000000000284e+01,1.208437859252444291e+01,nan,nan,nan,nan,nan,nan
5.700000000000000000e+01,1.185856183767763028e+01,nan,nan,nan,nan,nan,nan
5.705000000000000426e+01,1.161417494730757127e+01,nan,nan,nan,nan,nan,nan
5.710000000000000142e+01,1.135365975443934694e+01,nan,nan,nan,nan,nan,nan
5.715000000000000568e+01,1.107961924076515103e+01,nan,nan,nan,nan,nan,nan
5.720000000000000284e+01,1.079479152851194179e+01,nan,nan,nan,nan,nan,nan
5.725000000000000000e+01,1.050202252202899089e+01,nan,nan,nan,nan,nan,nan
5.730000000000000426e+01,1.020423747245246915e+01,nan,nan,nan,nan,nan,nan
5.735000000000000142e+01,9.904411749563175604e+00,nan,nan,nan,nan,nan,nan
5.740000000000000568e+01,9.605541112874929510e+00,nan,nan,nan,nan,nan,nan
5.745000000000000284e+01,9.310611778996108256e+00,nan,nan,nan,nan,nan,nan
5.750000000000000000e+01,9.022570584340106947e+00,nan,nan,nan,nan,nan,nan
5.755000000000000426e+01,8.744295541310133757e+00,nan,nan,nan,nan,nan,nan
5.760000000000000142e+01,8.478567082150718193e+00,nan,nan,nan,nan,nan,nan
5.765000000000000568e+01,8.228040277787560086e+00,nan,nan,nan,nan,nan,nan
5.770000000000000284e+01,7.995218309236773457e+00,nan,nan,nan,nan,nan,nan
5.775000000000000000e+01,7.782427456647371677e+00,nan,nan,nan,nan,nan,nan
5.780000000000000426e+01,7.591793855879096498e+00,nan,nan,nan,nan,nan,nan
5.785000000000000142e+01,7.425222254855789572e+00,nan,nan,nan,nan,nan,nan
5.790000000000000568e+01,7.284376981953577967e+00,nan,nan,nan,nan,nan,nan
5.795000000000000284e+01,7.170665316582081950e+00,nan,nan,nan,nan,nan,nan
5.800000000000000000e+01,7.085223428113593513e+00,nan,nan,nan,nan,nan,nan
5.805000000000000426e+01,7.028905023654349549e+00,nan,nan,nan,nan,nan,nan
5.810000000000000142e+01,7.002272818085335082e+00,nan,nan,nan,nan,nan,nan
5.815000000000000568e+01,7.005592911601150163e+00,nan,nan,nan,nan,nan,nan
5.820000000000000284e+01,7.038832130924859598e+00,nan,nan,nan,nan,nan,nan
5.825000000000000000e+01,7.101658360764407263e+00,nan,nan,nan,nan,nan,nan
5.830000000000000426e+01,7.193443862198840577e+00,nan,nan,nan,nan,nan,nan
5.835000000000000142e+01,7.313271544838052307e+00,nan,nan,nan,nan,nan,nan
5.840000000000000568e+01,7.459944130086912928e+00,nan,nan,nan,nan,nan,nan
5.845000000000000284e+01,7.631996113957083772e+00,nan,nan,nan,nan,nan,nan
5.850000000000000000e+01,7.827708409898578523e+00,nan,nan,nan,nan,nan,nan
5.855000000000000426e+01,8.045125525344266393e+00,nan,nan,nan,nan,nan,nan
5.860000000000000142e+01,8.282075100345094754e+00,nan,nan,nan,nan,nan,nan
5.865000000000000568e+01,8.536189613072837190e+00,nan,nan,nan,nan,nan,nan
5.870000000000000284e+01,8.804930035315338799e+00,nan,nan,nan,nan,nan,nan
5.875000000000000000e+01,9.085611201607360243e+00,nan,nan,nan,nan,nan,nan
5.880000000000000426e+01,9.375428638516208224e+00,nan,nan,nan,nan,nan,nan
5.885000000000000142e+01,9.671486586013120501e+00,nan,nan,nan,nan,nan,nan
5.890000000000000568e+01,9.970826930950533296e+00,nan,nan,nan,nan,nan,nan
5.895000000000000284e+01,1.027045876355051135e+01,nan,nan,nan,nan,nan,nan
5.900000000000000000e+01,1.056738826158687594e+01,nan,nan,nan,nan,nan,nan
5.905000000000000426e+01,1.085864860366712747e+01,nan,nan,nan,nan,nan,nan
5.910000000000000142e+01,1.114132961273098843e+01,nan,nan,nan,nan,nan,nan
5.915000000000000568e+01,1.141260683357789141e+01,nan,nan,nan,nan,nan,nan
5.920000000000000284e+01,1.166976975388938342e+01,nan,nan,nan,nan,nan,nan
5.925000000000000000e+01,1.191024888677251070e+01,nan,nan,nan,nan,nan,nan
5.930000000000000426e+01,1.213164144422336932e+01,nan,nan,nan,nan,nan,nan
5.935000000000000142e+01,1.233173534499049495e+01,nan,nan,nan,nan,nan,nan
5.940000000000000568e+01,1.250853131695973275e+01,nan,nan,nan,nan,nan,nan
5.945000000000000284e+01,1.266026287322009125e+01,nan,nan,nan,nan,nan,nan
5.950000000000000000e+01,1.278541396221722870e+01,nan,nan,nan,nan,nan,nan
5.955000000000000426e+01,1.288273411563934800e+01,nan,nan,nan,nan,nan,nan
5.960000000000000142e+01,1.295125094268319366e+01,nan,nan,nan,nan,nan,nan
5.965000000000000568e+01,1.299027984586161466e+01,nan,nan,nan,nan,nan,nan
5.970000000000000284e+01,1.299943086127527891e+01,nan,nan,nan,nan,nan,nan
5.975000000000000000e+01,1.297861255500311017e+01,nan,nan,nan,nan,nan,nan
5.980000000000000426e+01,1.292803293667974529e+01,nan,nan,nan,nan,nan,nan
5.985000000000000142e+01,1.284819738113209375e+01,nan,nan,nan,nan,nan,nan
5.990000000000000568e+01,1.273990357884103730e+01,nan,nan,nan,nan,nan,nan
5.995000000000000284e+01,1.260423356568192332e+01,nan,nan,nan,nan,nan,nan
6.000000000000000000e+01,1.244254291157968595e+01,nan,nan,nan,nan,nan,nan
6.005000000000000426e+01,1.225644717610225776e+01,nan,nan,nan,nan,nan,nan
6.010000000000000142e+01,1.204780576632351341e+01,nan,nan,nan,nan,nan,nan
6.015000000000000568e+01,1.181870335824222096e+01,nan,nan,nan,nan,nan,nan
6.020000000000000284e+01,1.157142906738880583e+01,nan,nan,nan,nan,nan,nan
6.025000000000000000e+01,1.130845357673943141e+01,nan,nan,nan,nan,nan,nan
6.030000000000000426e+01,1.103240445046848706e+01,nan,nan,nan,nan,nan,nan
6.035000000000000142e+01,1.074603988019603840e+01,nan,nan,nan,nan,nan,nan
6.040000000000000568e+01,1.045222112604862730e+01,nan,nan,nan,nan,nan,nan
6.045000000000000284e+01,1.015388392789420990e+01,nan,nan,nan,nan,nan,nan
6.050000000000000000e+01,9.854009172399537775e+00,nan,nan,nan,nan,nan,nan
6.055000000000000426e+01,9.555593108996056628e+00,nan,nan,nan,nan,nan,nan
6.060000000000000142e+01,9.261617412346140554e+00,nan,nan,nan,nan,nan,nan
6.065000000000000568e+01,8.975019390435187816e+00,nan,nan,nan,nan,nan,nan
6.070000000000000284e+01,8.698662635961504463e+00,nan,nan,nan,nan,nan,nan
6.075000000000000000e+01,8.435308414264349963e+00,nan,nan,nan,nan,nan,nan
6.080000000000000426e+01,8.187588073673559563e+00,nan,nan,nan,nan,nan,nan
6.085000000000000142e+01,7.957976753946926607e+00,nan,nan,nan,nan,nan,nan
6.090000000000000568e+01,7.748768655491684143e+00,nan,nan,nan,nan,nan,nan
6.095000000000000284e+01,7.562054116472653575e+00,nan,nan,nan,nan,nan,nan
6.100000000000000000e+01,7.399698726844059493e+00,nan,nan,nan,nan,nan,nan
6.105000000000000426e+01,7.263324687991498330e+00,nan,nan,nan,nan,nan,nan
6.110000000000000142e+01,7.154294604231958843e+00,nan,nan,nan,nan,nan,nan
6.115000000000000568e+01,7.073697868121780807e+00,nan,nan,nan,nan,nan,nan
6.120000000000000284e+01,7.022339775606462275e+00,nan,nan,nan,nan,nan,nan
6.125000000000000000e+01,7.000733479769673195e+00,nan,nan,nan,nan,nan,nan
6.130000000000000426e+01,7.009094863577328027e+00,nan,nan,nan,nan,nan,nan
6.135000000000000142e+01,7.047340382846322804e+00,nan,nan,nan,nan,nan,nan
6.140000000000000568e+01,7.115087900990420877e+00,nan,nan,nan,nan,nan,nan
6.145000000000000284e+01,7.211660507202660497e+00,nan,nan,nan,nan,nan,nan
6.150000000000000000e+01,7.336093279924433830e+00,nan,nan,nan,nan,nan,nan
6.155000000000000426e+01,7.487142928022735511e+00,nan,nan,nan,nan,nan,nan
6.160000000000000142e+01,7.663300213344100165e+00,nan,nan,nan,nan,nan,nan
6.165000000000000568e+01,7.862805030523501770e+00,nan,nan,nan,nan,nan,nan
6.170000000000000284e+01,8.083663993375154178e+00,nan,nan,nan,nan,nan,nan
6.175000000000000000e+01,8.323670352148536011e+00,nan,nan,nan,nan,nan,nan
6.180000000000000426e+01,8.580426042642375961e+00,nan,nan,nan,nan,nan,nan
6.185000000000000142e+01,8.851365646869332693e+00,nan,nan,nan,nan,nan,nan
6.190000000000000568e+01,9.133782025864775278e+00,nan,nan,nan,nan,nan,nan
6.195000000000000284e+01,9.424853368524143349e+00,nan,nan,nan,nan,nan,nan
6.200000000000000000e+01,9.721671386207017207e+00,nan,nan,nan,nan,nan,nan
6.205000000000000426e+01,1.002127037139574561e+01,nan,nan,nan,nan,nan,nan
6.210000000000000142e+01,1.032065683006449675e+01,nan,nan,nan,nan,nan,nan
6.215000000000000568e+01,1.061683939168233870e+01,nan,nan,nan,nan,nan,nan
6.220000000000000284e+01,1.090685869799844454e+01,nan,nan,nan,nan,nan,nan
6.225000000000000000e+01,1.118781697197178104e+01,nan,nan,nan,nan,nan,nan
6.230000000000000426e+01,1.145690697140130254e+01,nan,nan,nan,nan,nan,nan
6.235000000000000142e+01,1.171144003796196031e+01,nan,nan,nan,nan,nan,nan
6.240000000000000568e+01,1.194887296139019739e+01,nan,nan,nan,nan,nan,nan
6.245000000000000284e+01,1.216683339039994216e+01,nan,nan,nan,nan,nan,nan
6.250000000000000000e+01,1.236314353643270358e+01,nan,nan,nan,nan,nan,nan
6.255000000000000426e+01,1.253584193340085129e+01,nan,nan,nan,nan,nan,nan
6.260000000000000142e+01,1.268320303600833121e+01,nan,nan,nan,nan,nan,nan
6.265000000000000568e+01,1.280375446082903501e+01,nan,nan,nan,nan,nan,nan
6.270000000000000284e+01,1.289629169787512275e+01,nan,nan,nan,nan,nan,nan
6.275000000000000000e+01,1.295989014566279351e+01,nan,nan,nan,nan,nan,nan
6.280000000000000426e+01,1.299391434952460855e+01,6.280000000000000426e+01,1.299391434952460855e+01,nan,nan,6.280000000000000426e+01,1.299391434952460855e+01
6.285000000000000142e+01,1.299802435086247421e+01,6.285000000000000142e+01,1.299802435086247421e+01,nan,nan,6.285000000000000142e+01,1.299802435086247421e+01
6.290000000000000568e+01,1.297217908390161156e+01,6.290000000000000568e+01,1.297217908390161156e+01,nan,nan,6.290000000000000568e+01,1.297217908390161156e+01
6.295000000000000284e+01,1.291663678600619214e+01,6.295000000000000284e+01,1.291663678600619214e+01,nan,nan,6.295000000000000284e+01,1.291663678600619214e+01
6.300000000000000000e+01,1.283195241745694304e+01,6.300000000000000000e+01,1.283195241745694304e+01,nan,nan,6.300000000000000000e+01,1.283195241745694304e+01
6.305000000000000426e+01,1.271897211647145731e+01,6.305000000000000426e+01,1.271897211647145731e+01,nan,nan,6.305000000000000426e+01,1.271897211647145731e+01
6.310000000000000142e+01,1.257882474487089297e+01,6.310000000000000142e+01,1.257882474487089297e+01,nan,nan,6.310000000000000142e+01,1.257882474487089297e+01
6.315000000000000568e+01,1.241291060886568154e+01,6.315000000000000568e+01,1.241291060886568154e+01,nan,nan,6.315000000000000568e+01,1.241291060886568154e+01
6.320000000000000284e+01,1.222288746765891254e+01,6.320000000000000284e+01,1.222288746765891254e+01,nan,nan,6.320000000000000284e+01,1.222288746765891254e+01
6.325000000000000000e+01,1.201065396966420096e+01,6.325000000000000000e+01,1.201065396966420096e+01,nan,nan,6.325000000000000000e+01,1.201065396966420096e+01
6.330000000000000426e+01,1.177833068183841192e+01,6.330000000000000426e+01,1.177833068183841192e+01,nan,nan,6.330000000000000426e+01,1.177833068183841192e+01
6.335000000000000142e+01,1.152823890167769605e+01,6.335000000000000142e+01,1.152823890167769605e+01,nan,nan,6.335000000000000142e+01,1.152823890167769605e+01
6.340000000000000568e+01,1.126287746357999531e+01,6.340000000000000568e+01,1.126287746357999531e+01,nan,nan,6.340000000000000568e+01,1.126287746357999531e+01
6.345000000000000284e+01,1.098489777131803002e+01,6.345000000000000284e+01,1.098489777131803002e+01,nan,nan,6.345000000000000284e+01,1.098489777131803002e+01
6.350000000000000000e+01,1.069707730608897300e+01,6.350000000000000000e+01,1.069707730608897300e+01,nan,nan,6.350000000000000000e+01,1.069707730608897300e+01
6.355000000000000426e+01,1.040229187484055728e+01,6.355000000000000426e+01,1.040229187484055728e+01,nan,nan,6.355000000000000426e+01,1.040229187484055728e+01
6.360000000000000142e+01,1.010348687615879015e+01,6.360000000000000142e+01,1.010348687615879015e+01,nan,nan,6.360000000000000142e+01,1.010348687615879015e+01
6.365000000000000568e+01,9.803647870818615218e+00,6.365000000000000568e+01,9.803647870818615218e+00,nan,nan,6.365000000000000568e+01,9.803647870818615218e+00
6.370000000000000284e+01,9.505770751047878164e+00,6.370000000000000284e+01,9.505770751047878164e+00,nan,nan,6.370000000000000284e+01,9.505770751047878164e+00
6.375000000000000000e+01,9.212831806562199688e+00,6.375000000000000000e+01,9.212831806562199688e+00,nan,nan,6.375000000000000000e+01,9.212831806562199688e+00
6.380000000000000426e+01,8.927757986462102835e+00,6.380000000000000426e+01,8.927757986462102835e+00,nan,nan,6.380000000000000426e+01,8.927757986462102835e+00
6.385000000000000142e+01,8.653397654125230432e+00,6.385000000000000142e+01,8.653397654125230432e+00,nan,nan,6.385000000000000142e+01,8.653397654125230432e+00
6.390000000000000568e+01,8.392492127300744897e+00,6.390000000000000568e+01,8.392492127300744897e+00,nan,nan,6.390000000000000568e+01,8.392492127300744897e+00
6.395000000000000284e+01,8.147648287768854303e+00,6.395000000000000284e+01,8.147648287768854303e+00,nan,nan,6.395000000000000284e+01,8.147648287768854303e+00
6.400000000000000000e+01,7.921312534239504544e+00,6.400000000000000000e+01,7.921312534239504544e+00,nan,nan,6.400000000000000000e+01,7.921312534239504544e+00
6.404999999999999716e+01,7.715746338745311128e+00,6.404999999999999716e+01,7.715746338745311128e+00,nan,nan,6.404999999999999716e+01,7.715746338745311128e+00
6.410000000000000853e+01,7.533003650760452530e+00,6.410000000000000853e+01,7.533003650760452530e+00,nan,nan,6.410000000000000853e+01,7.533003650760452530e+00
6.415000000000000568e+01,7.374910374816675329e+00,6.415000000000000568e+01,7.374910374816675329e+00,nan,nan,6.415000000000000568e+01,7.374910374816675329e+00
6.420000000000000284e+01,7.243046126668466478e+00,6.420000000000000284e+01,7.243046126668466478e+00,nan,nan,6.420000000000000284e+01,7.243046126668466478e+00
6.425000000000000000e+01,7.138728450294795636e+00,6.425000000000000000e+01,7.138728450294795636e+00,nan,nan,6.425000000000000000e+01,7.138728450294795636e+00
6.429999999999999716e+01,7.062999653435150904e+00,6.429999999999999716e+01,7.062999653435150904e+00,nan,nan,6.429999999999999716e+01,7.062999653435150904e+00
6.435000000000000853e+01,7.016616393195130641e+00,6.435000000000000853e+01,7.016616393195130641e+00,nan,nan,6.435000000000000853e+01,7.016616393195130641e+00
6.440000000000000568e+01,7.000042115778814633e+00,6.440000000000000568e+01,7.000042115778814633e+00,nan,nan,6.440000000000000568e+01,7.000042115778814633e+00
6.445000000000000284e+01,7.013442425887399523e+00,6.445000000000000284e+01,7.013442425887399523e+00,nan,nan,6.445000000000000284e+01,7.013442425887399523e+00
6.450000000000000000e+01,7.056683432051835680e+00,6.450000000000000000e+01,7.056683432051835680e+00,nan,nan,6.450000000000000000e+01,7.056683432051835680e+00
6.454999999999999716e+01,7.129333084432103007e+00,6.454999999999999716e+01,7.129333084432103007e+00,nan,nan,6.454999999999999716e+01,7.129333084432103007e+00
6.460000000000000853e+01,7.230665491716433024e+00,6.460000000000000853e+01,7.230665491716433024e+00,nan,nan,6.460000000000000853e+01,7.230665491716433024e+00
6.465000000000000568e+01,7.359668173987223838e+00,6.465000000000000568e+01,7.359668173987223838e+00,nan,nan,6.465000000000000568e+01,7.359668173987223838e+00
6.470000000000000284e+01,7.515052179085868644e+00,6.470000000000000284e+01,7.515052179085868644e+00,nan,nan,6.470000000000000284e+01,7.515052179085868644e+00
6.475000000000000000e+01,7.695264961396545367e+00,6.475000000000000000e+01,7.695264961396545367e+00,nan,nan,6.475000000000000000e+01,7.695264961396545367e+00
6.479999999999999716e+01,7.898505894368829772e+00,6.479999999999999716e+01,7.898505894368829772e+00,nan,nan,6.479999999999999716e+01,7.898505894368829772e+00
6.485000000000000853e+01,8.122744261783051201e+00,6.485000000000000853e+01,8.122744261783051201e+00,nan,nan,6.485000000000000853e+01,8.122744261783051201e+00
6.490000000000000568e+01,8.365739547995229231e+00,6.490000000000000568e+01,8.365739547995229231e+00,nan,nan,6.490000000000000568e+01,8.365739547995229231e+00
6.495000000000000284e+01,8.625063824429155090e+00,6.495000000000000284e+01,8.625063824429155090e+00,nan,nan,6.495000000000000284e+01,8.625063824429155090e+00
6.500000000000000000e+01,8.898126008635911077e+00,6.500000000000000000e+01,8.898126008635911077e+00,nan,nan,6.500000000000000000e+01,8.898126008635911077e+00
6.504999999999999716e+01,9.182197753533257512e+00,6.504999999999999716e+01,9.182197753533257512e+00,nan,nan,6.504999999999999716e+01,9.182197753533257512e+00
6.510000000000000853e+01,9.474440708147902512e+00,6.510000000000000853e+01,9.474440708147902512e+00,nan,nan,6.510000000000000853e+01,9.474440708147902512e+00
6.515000000000000568e+01,9.771934877479846904e+00,6.515000000000000568e+01,9.771934877479846904e+00,nan,nan,6.515000000000000568e+01,9.771934877479846904e+00
6.520000000000000284e+01,1.007170779812770611e+01,6.520000000000000284e+01,1.007170779812770611e+01,nan,nan,6.520000000000000284e+01,1.007170779812770611e+01
6.525000000000000000e+01,1.037076423816011861e+01,6.525000000000000000e+01,1.037076423816011861e+01,nan,nan,6.525000000000000000e+01,1.037076423816011861e+01
6.529999999999999716e+01,1.066611612448319946e+01,6.529999999999999716e+01,1.066611612448319946e+01,nan,nan,6.529999999999999716e+01,1.066611612448319946e+01
6.535000000000000853e+01,1.095481239867924117e+01,6.535000000000000853e+01,1.095481239867924117e+01,nan,nan,6.535000000000000853e+01,1.095481239867924117e+01
6.540000000000000568e+01,1.123396850300661498e+01,6.540000000000000568e+01,1.123396850300661498e+01,nan,nan,6.540000000000000568e+01,1.123396850300661498e+01
6.545000000000000284e+01,1.150079520194770311e+01,6.545000000000000284e+01,1.150079520194770311e+01,nan,nan,6.545000000000000284e+01,1.150079520194770311e+01
6.550000000000000000e+01,1.175262645132786687e+01,6.550000000000000000e+01,1.175262645132786687e+01,nan,nan,6.550000000000000000e+01,1.175262645132786687e+01
6.554999999999999716e+01,1.198694603654764634e+01,6.554999999999999716e+01,1.198694603654764634e+01,nan,nan,6.554999999999999716e+01,1.198694603654764634e+01
6.560000000000000853e+01,1.220141271376733805e+01,6.560000000000000853e+01,1.220141271376733805e+01,nan,nan,6.560000000000000853e+01,1.220141271376733805e+01
6.565000000000000568e+01,1.239388360284129931e+01,6.565000000000000568e+01,1.239388360284129931e+01,nan,nan,6.565000000000000568e+01,1.239388360284129931e+01
6.570000000000000284e+01,1.256243559826838307e+01,6.570000000000000284e+01,1.256243559826838307e+01,nan,nan,6.570000000000000284e+01,1.256243559826838307e+01
6.575000000000000000e+01,1.270538458422616657e+01,6.575000000000000000e+01,1.270538458422616657e+01,nan,nan,6.575000000000000000e+01,1.270538458422616657e+01
6.579999999999999716e+01,1.282130226169961240e+01,6.579999999999999716e+01,1.282130226169961240e+01,nan,nan,6.579999999999999716e+01,1.282130226169961240e+01
6.585000000000000853e+01,1.290903041957271569e+01,6.585000000000000853e+01,1.290903041957271569e+01,nan,nan,6.585000000000000853e+01,1.290903041957271569e+01
6.590000000000000568e+01,1.296769250709103005e+01,6.590000000000000568e+01,1.296769250709103005e+01,nan,nan,6.590000000000000568e+01,1.296769250709103005e+01
6.595000000000000284e+01,1.299670239206721334e+01,6.595000000000000284e+01,1.299670239206721334e+01,nan,nan,6.595000000000000284e+01,1.299670239206721334e+01
6.600000000000000000e+01,1.299577021731997384e+01,6.600000000000000000e+01,1.299577021731997384e+01,nan,nan,6.600000000000000000e+01,1.299577021731997384e+01
6.604999999999999716e+01,1.296490529683125104e+01,6.604999999999999716e+01,1.296490529683125104e+01,nan,nan,6.604999999999999716e+01,1.296490529683125104e+01
6.610000000000000853e+01,1.290441602268396082e+01,6.610000000000000853e+01,1.290441602268396082e+01,nan,nan,6.610000000000000853e+01,1.290441602268396082e+01
6.615000000000000568e+01,1.281490678371032033e+01,6.615000000000000568e+01,1.281490678371032033e+01,nan,nan,6.615000000000000568e+01,1.281490678371032033e+01
6.620000000000000284e+01,1.269727192663832227e+01,6.620000000000000284e+01,1.269727192663832227e+01,nan,nan,6.620000000000000284e+01,1.269727192663832227e+01
6.625000000000000000e+01,1.255268682007491421e+01,6.625000000000000000e+01,1.255268682007491421e+01,nan,nan,6.625000000000000000e+01,1.255268682007491421e+01
6.629999999999999716e+01,1.238259611061139864e+01,6.629999999999999716e+01,1.238259611061139864e+01,nan,nan,6.629999999999999716e+01,1.238259611061139864e+01
6.635000000000000853e+01,1.218869928839215788e+01,6.635000000000000853e+01,1.218869928839215788e+01,nan,nan,6.635000000000000853e+01,1.218869928839215788e+01
6.640000000000000568e+01,1.197293370637115473e+01,6.640000000000000568e+01,1.197293370637115473e+01,nan,nan,6.640000000000000568e+01,1.197293370637115473e+01
6.645000000000000284e+01,1.173745522292126786e+01,6.645000000000000284e+01,1.173745522292126786e+01,nan,nan,6.645000000000000284e+01,1.173745522292126786e+01
6.650000000000000000e+01,1.148461666121029090e+01,6.650000000000000000e+01,1.148461666121029090e+01,nan,nan,6.650000000000000000e+01,1.148461666121029090e+01
6.654999999999999716e+01,1.121694430056952640e+01,6.654999999999999716e+01,1.121694430056952640e+01,nan,nan,6.654999999999999716e+01,1.121694430056952640e+01
6.660000000000000853e+01,1.093711263474569151e+01,6.660000000000000853e+01,1.093711263474569151e+01,nan,nan,6.660000000000000853e+01,1.093711263474569151e+01
6.665000000000000568e+01,1.064791764924381212e+01,6.665000000000000568e+01,1.064791764924381212e+01,nan,nan,6.665000000000000568e+01,1.064791764924381212e+01
6.670000000000000284e+01,1.035224888476378702e+01,6.670000000000000284e+01,1.035224888476378702e+01,nan,nan,6.670000000000000284e+01,1.035224888476378702e+01
6.675000000000000000e+01,1.005306056586520391e+01,6.675000000000000000e+01,1.005306056586520391e+01,nan,nan,6.675000000000000000e+01,1.005306056586520391e+01
6.679999999999999716e+01,9.753342083331986601e+00,6.679999999999999716e+01,9.753342083331986601e+00,nan,nan,6.679999999999999716e+01,9.753342083331986601e+00
6.685000000000000853e+01,9.456088125167765313e+00,6.685000000000000853e+01,9.456088125167765313e+00,nan,nan,6.685000000000000853e+01,9.456088125167765313e+00
6.690000000000000568e+01,9.164268754663590144e+00,6.690000000000000568e+01,9.164268754663590144e+00,nan,nan,6.690000000000000568e+01,9.164268754663590144e+00
6.695000000000000284e+01,8.880799734506794607e+00,6.695000000000000284e+01,8.880799734506794607e+00,nan,nan,6.695000000000000284e+01,8.880799734506794607e+00
6.700000000000000000e+01,8.608513393444384931e+00,6.700000000000000000e+01,8.608513393444384931e+00,nan,nan,6.700000000000000000e+01,8.608513393444384931e+00
6.704999999999999716e+01,8.350130326590360141e+00,6.704999999999999716e+01,8.350130326590360141e+00,nan,nan,6.704999999999999716e+01,8.350130326590360141e+00
6.710000000000000853e+01,8.108232212138570816e+00,6.710000000000000853e+01,8.108232212138570816e+00,nan,nan,6.710000000000000853e+01,8.108232212138570816e+00
6.715000000000000568e+01,7.885236016087871391e+00,6.715000000000000568e+01,7.885236016087871391e+00,nan,nan,6.715000000000000568e+01,7.885236016087871391e+00
6.720000000000000284e+01,7.683369842716387232e+00,6.720000000000000284e+01,7.683369842716387232e+00,nan,nan,6.720000000000000284e+01,7.683369842716387232e+00
6.725000000000000000e+01,7.504650672100360964e+00,6.725000000000000000e+01,7.504650672100360964e+00,nan,nan,6.725000000000000000e+01,7.504650672100360964e+00
6.729999999999999716e+01,7.350864207115884064e+00,6.729999999999999716e+01,7.350864207115884064e+00,nan,nan,6.729999999999999716e+01,7.350864207115884064e+00
6.735000000000000853e+01,7.223547031286002174e+00,6.735000000000000853e+01,7.223547031286002174e+00,nan,nan,6.735000000000000853e+01,7.223547031286002174e+00
6.740000000000000568e+01,7.123971255746216258e+00,6.740000000000000568e+01,7.123971255746216258e+00,nan,nan,6.740000000000000568e+01,7.123971255746216258e+00
6.745000000000000284e+01,7.053131808730306318e+00,6.745000000000000284e+01,7.053131808730306318e+00,nan,nan,6.745000000000000284e+01,7.053131808730306318e+00
6.750000000000000000e+01,7.011736494576444656e+00,6.750000000000000000e+01,7.011736494576444656e+00,nan,nan,6.750000000000000000e+01,7.011736494576444656e+00
6.754999999999999716e+01,7.000198921580187417e+00,6.754999999999999716e+01,7.000198921580187417e+00,nan,nan,6.754999999999999716e+01,7.000198921580187417e+00
6.760000000000000853e+01,7.018634369357107161e+00,6.760000000000000853e+01,7.018634369357107161e+00,nan,nan,6.760000000000000853e+01,7.018634369357107161e+00
